station_id,region_id,short_name,capacity,lon,lat,external_id,geometry
116,3,SF-N29,31,-122.3947713,37.7648022,9a97cfb1-8882-4dfc-a075-2c22d646e457,POINT (-122.3947713 37.7648022)
118,3,SF-O18,19,-122.4369431,37.7591769,38a49a05-7382-4a28-b6b1-b57c6fe99745,POINT (-122.4369431 37.7591769)
119,3,SF-O19,15,-122.4326417,37.7610471,cd7359fc-6798-48ed-af32-9d5f6cff9ffa,POINT (-122.4326417 37.7610471)
120,3,SF-O21,27,-122.4264353,37.7614205,53bea4e6-b907-424c-b519-d286ffb713d8,POINT (-122.4264353 37.7614205)
121,3,SF-O22,23,-122.4213392,37.7592103,f6c0f2ed-11cc-4b74-9d03-f2b298c9bd1b,POINT (-122.4213392 37.7592103)
122,3,SF-O23,19,-122.418892,37.760299,f8b56cb7-cb70-4097-99c4-446fc29600c9,POINT (-122.418892 37.760299)
123,3,SF-O24,19,-122.4148171,37.7605936,aa6d4372-55f7-451a-a9ab-a546001fd8f7,POINT (-122.4148171 37.7605936)
124,3,SF-O25-1,19,-122.410807,37.7604469,fb24c862-b4cf-45e1-9008-4812aa8370fd,POINT (-122.410807 37.7604469)
125,3,SF-O25-2,15,-122.409851,37.7592005,b3af6593-57d4-4b9a-ba7a-b2d8051bc6b9,POINT (-122.409851 37.7592005)
126,3,SF-O30,31,-122.3906477,37.7616343,0b596735-1b55-4aaa-8421-2ac1a39267b1,POINT (-122.3906477 37.7616343)
127,3,SF-P22,23,-122.421025,37.7567083,08a1a4d2-e83a-4911-8743-41006698f4da,POINT (-122.421025 37.7567083)
129,3,SF-P24,19,-122.412544,37.758862,cae028f4-b136-4297-8f28-559986e3f810,POINT (-122.412544 37.758862)
130,3,SF-P30,35,-122.39188492298126,37.75770404149008,e7691d93-eed6-4388-b681-00ae0b455d23,POINT (-122.3918849229813 37.75770404149008)
131,3,SF-Q21-1,23,-122.42572769522668,37.75500026037814,578169a8-b821-427d-934e-0b5329577ea4,POINT (-122.4257276952267 37.75500026037814)
132,3,SF-Q21-2,19,-122.4266139,37.7518194,2ed84bed-e42a-4f0d-a059-78a709748616,POINT (-122.4266139 37.7518194)
133,3,SF-Q22-1,23,-122.4209752,37.7552126,759c388e-ab9b-40c2-ae96-ee5190264916,POINT (-122.4209752 37.7552126)
134,3,SF-Q22-2,23,-122.4206278,37.7524278,3437ead2-e5e0-4e1c-86cf-d925a96b2260,POINT (-122.4206278 37.7524278)
137,3,SF-R19,19,-122.4339496,37.750506,b6190b6b-1f42-4b69-ab79-d6cfa18adea7,POINT (-122.4339496 37.750506)
138,3,SF-R20,19,-122.4274114,37.7509004,673c88d0-961a-45ff-b394-ac9a33e58d55,POINT (-122.4274114 37.7509004)
139,3,SF-R24,23,-122.4119009,37.7510171,1d0da57a-5fe4-48af-b66b-5f380706eb4e,POINT (-122.4119009 37.7510171)
140,3,SF-S21,15,-122.4249863,37.7478584,9202aa09-26ee-4220-9281-c66b7bbe7b38,POINT (-122.4249863 37.7478584)
141,3,SF-S22-1,19,-122.4202187,37.7479981,fb66d43b-6d13-411c-ac2d-e26fbca0b0f2,POINT (-122.4202187 37.7479981)
142,3,SF-S22-2,15,-122.42214024066925,37.745738796183325,aacc087a-f075-4682-a0df-be4c30c4a632,POINT (-122.4221402406693 37.74573879618332)
144,3,SF-S24,15,-122.4114029,37.7472996,615bca10-5b2a-4b7e-876c-04c4d3d9e360,POINT (-122.4114029 37.7472996)
145,3,SF-T20,15,-122.4268059,37.7436839,0fc2ae3f-b5ac-493b-bd93-8300b601f9db,POINT (-122.4268059 37.7436839)
146,3,SF-T21,15,-122.4231805,37.7423139,c7879d87-34c8-4b23-9c07-250fb012bd4b,POINT (-122.4231805 37.7423139)
147,3,SF-T22,19,-122.4214722,37.7440667,86e91819-05c0-4150-ab16-83d8480dc7f4,POINT (-122.4214722 37.7440667)
148,13,EM-D2,23,-122.2876102,37.8297046,8f409200-2adf-4b2d-b675-6befa5adc6e3,POINT (-122.2876102 37.8297046)
149,13,EM-D3,23,-122.2856333,37.8312752,47f5b0d6-a2db-482c-9680-10759094c4a4,POINT (-122.2856333 37.8312752)
150,13,EM-D4,15,-122.2782669,37.8312769,789f4684-fb14-456b-ad02-87ee28d80ff1,POINT (-122.2782669 37.8312769)
151,13,EM-C2,23,-122.2871801,37.8361823,31871354-8b20-4566-9044-f70ac57026dc,POINT (-122.2871801 37.8361823)
152,13,EM-C3,19,-122.28105068206787,37.83563220458518,1eef0966-a6b6-4da1-8726-09989c2eb044,POINT (-122.2810506820679 37.83563220458518)
153,13,EM-A1,19,-122.2913604,37.8409452,5ea1329c-9fe6-4c24-9de7-34967a9fa428,POINT (-122.2913604 37.8409452)
154,13,EM-A2,15,-122.2880451,37.8419238,4fea6876-e80d-4a29-9966-820ac15cd3b4,POINT (-122.2880451 37.8419238)
155,13,EM-B1,19,-122.29352831840515,37.84052116694969,998afb43-2436-4f11-9ed1-380c9abc3e55,POINT (-122.2935283184052 37.84052116694969)
156,13,EM-B2,15,-122.2886647,37.8384435,9da2121d-d8a8-464d-a396-cd41c9487bc4,POINT (-122.2886647 37.8384435)
157,13,EM-C1,19,-122.2913761,37.8467842,83f44c93-d153-49b3-a8af-a6b4a7ea85db,POINT (-122.2913761 37.8467842)
158,12,OK-E4,19,-122.2634901,37.8332786,c3f56bed-65e3-425b-999e-82b3a4f73aeb,POINT (-122.2634901 37.8332786)
159,12,OK-J3,19,-122.2782444,37.8160598,92045ce2-112c-4cd9-ae42-39aac4f43e86,POINT (-122.2782444 37.8160598)
160,12,OK-M1,23,-122.2948365,37.8053183,270425db-c369-4d4b-b8de-fae86c896a3c,POINT (-122.2948365 37.8053183)
162,12,OK-M6,27,-122.2720799,37.8005161,09c20e68-4f8c-4723-ae8f-bac3dd927848,POINT (-122.2720799 37.8005161)
163,12,OK-M7,27,-122.2653199,37.7973195,ce264eb5-ebfe-4a03-8bd3-e319c32614ec,POINT (-122.2653199 37.7973195)
164,12,OK-J4,19,-122.27484405040741,37.814988230424156,e9b45d4b-900e-4d9f-bb75-74dcea012859,POINT (-122.2748440504074 37.81498823042416)
166,14,BK-A3,15,-122.2525233,37.8513755,76d7eeec-413a-4940-9bc2-8222d35f8fdc,POINT (-122.2525233 37.8513755)
167,12,OK-A4,19,-122.2521599,37.848152,b4717e68-fb91-4e74-819f-4a9580a84ca5,POINT (-122.2521599 37.848152)
168,12,OK-B1,15,-122.26556897163393,37.849594967776646,04059da9-ebad-42e8-928b-14e5e3edf26f,POINT (-122.2655689716339 37.84959496777665)
169,12,OK-B2,19,-122.2653043,37.8465156,48e675de-7b94-49ff-bb5e-fa146c243599,POINT (-122.2653043 37.8465156)
170,12,OK-B3,15,-122.261351,37.8444927,50518b51-6910-4f71-bb20-7b0d0fc4f4b7,POINT (-122.261351 37.8444927)
171,12,OK-B4,24,-122.251900434494,37.84427875399067,31146111-fc8f-4107-9087-1a160eefaa54,POINT (-122.251900434494 37.84427875399067)
172,12,OK-B5,15,-122.2515349,37.8417999,5f13426c-73f2-4272-a498-f11ff007e8d3,POINT (-122.2515349 37.8417999)
173,12,OK-D3-1,15,-122.2644881,37.8403643,cd4b4099-e2f5-4d46-bc1f-ed96d22548cc,POINT (-122.2644881 37.8403643)
174,12,OK-D3-2,19,-122.2640037,37.8368013,dcf29fa9-3304-4f6f-90eb-ef48ada9dbfe,POINT (-122.2640037 37.8368013)
175,12,OK-D4,15,-122.2623663,37.8359455,971307f6-5491-4112-beac-6b6960af6c0d,POINT (-122.2623663 37.8359455)
176,12,OK-F4,31,-122.26631462574005,37.82840997305853,1af8102a-589a-47ea-97ec-4589b71403aa,POINT (-122.2663146257401 37.82840997305853)
177,12,OK-G4,19,-122.2651002,37.8262863,f3db9065-9d34-451e-ae8e-930612f8b8d7,POINT (-122.2651002 37.8262863)
178,12,OK-H5,19,-122.2619284,37.8193814,b96ee0c1-a83b-4f0c-9eae-4592672b3e86,POINT (-122.2619284 37.8193814)
179,12,OK-I5,19,-122.26788640022278,37.816073115011406,a0b6621e-016f-4a91-918c-2140bfd9813c,POINT (-122.2678864002228 37.81607311501141)
180,12,OK-J5,19,-122.2687726,37.8126783,74e8630e-7e2a-447f-ae87-5c9898c7346a,POINT (-122.2687726 37.8126783)
181,12,OK-J6-1,27,-122.2651925,37.8113768,cb84be53-d226-47fc-aa81-789c037361d4,POINT (-122.2651925 37.8113768)
182,12,OK-K5-2,31,-122.26795077323914,37.809368612134854,6977a0c8-f59f-4d97-9868-e7b20cc2fdad,POINT (-122.2679507732391 37.80936861213485)
183,12,OK-K5-1,27,-122.2699271,37.8087021,f1ee54eb-4abe-4158-9c82-53bcc640fc77,POINT (-122.2699271 37.8087021)
186,12,OK-L7-2,27,-122.2626418,37.8013189,b8398469-a2ba-4d86-8f5a-07f9883796bd,POINT (-122.2626418 37.8013189)
187,12,OK-N6,27,-122.279352,37.796248,759daccc-7f53-4b29-ab07-cf2d75a10610,POINT (-122.279352 37.796248)
188,12,OK-C2,15,-122.267738,37.8426295,9cb2f8b5-0d32-4a15-a4f1-3990595156de,POINT (-122.267738 37.8426295)
189,12,OK-D2,15,-122.2717561,37.8396488,a247eef9-7ee3-4827-8ddb-fbd8daca7a0b,POINT (-122.2717561 37.8396488)
190,12,OK-F3,23,-122.2709501,37.8302232,b6e253b2-285d-4363-ae46-24e7c221cc08,POINT (-122.2709501 37.8302232)
191,12,OK-G2,15,-122.2739367,37.8305452,316f6785-47aa-4e37-b81b-3cf829bf5120,POINT (-122.2739367 37.8305452)
192,12,OK-G3,23,-122.27179706096648,37.82669558640968,73295cf1-c5e1-41dd-8cd7-eab6512e8a34,POINT (-122.2717970609665 37.82669558640968)
193,12,OK-H9-1,19,-122.2472152,37.8127441,1c2e5680-719b-4674-9837-092c367594ba,POINT (-122.2472152 37.8127441)
194,12,OK-H9-2,15,-122.2432677,37.8110807,717e6e13-e1b2-4c13-944d-823a556c1635,POINT (-122.2432677 37.8110807)
195,12,OK-I6,23,-122.26077854633331,37.81231409135146,422ab254-5c2c-4a9c-9368-a49e8dab3ebf,POINT (-122.2607785463333 37.81231409135146)
196,12,OK-I8,23,-122.25646018981932,37.80889393398715,d5eedd49-f998-4b8a-9d1a-22853da216aa,POINT (-122.2564601898193 37.80889393398715)
197,12,OK-I9,23,-122.2496799,37.8088479,70b61cdb-7b5d-4455-84e4-9b9c697b6740,POINT (-122.2496799 37.8088479)
198,12,OK-J6-2,31,-122.26449608802795,37.80781318217903,5fdc3d6d-e9c8-47cf-874e-d2f012cfb217,POINT (-122.264496088028 37.80781318217903)
200,12,OK-K9,19,-122.25381016731262,37.800213566969795,7655722c-16c0-4996-9d92-4848ece2fc35,POINT (-122.2538101673126 37.80021356696979)
201,12,OK-L8,23,-122.2629973,37.7976728,7018fb4d-6799-4a20-8ea4-739f789cd096,POINT (-122.2629973 37.7976728)
202,12,OK-M5,27,-122.2748943,37.8007544,8f34c934-e51e-4b0f-810c-916618b6cd90,POINT (-122.2748943 37.8007544)
203,12,OK-N7,27,-122.27396965026855,37.795194764385954,7686b58c-88a3-4ca8-a898-d4bcccf520b3,POINT (-122.2739696502686 37.79519476438595)
204,12,OK-C3,19,-122.2618225,37.8401858,bf463e48-e629-4fed-9e7e-551e5c5a1af7,POINT (-122.2618225 37.8401858)
205,12,OK-C4,19,-122.258732,37.8388,ffbf423a-2c1b-447a-a47d-9c1fddd152be,POINT (-122.258732 37.8388)
206,12,OK-C5,23,-122.2512714,37.8381269,b31a7464-fb7f-4554-a89b-ef8b4c97a367,POINT (-122.2512714 37.8381269)
207,12,OK-D5,23,-122.2516207,37.8357883,67ed16db-4800-4671-bba4-e8ef52d6d74e,POINT (-122.2516207 37.8357883)
208,5,SJ-N10-1,19,-121.88385039567946,37.33279952386071,453a6d0d-31ce-4204-b2e1-2f9532e4b356,POINT (-121.8838503956795 37.33279952386071)
209,12,OK-E3,19,-122.2674183,37.8335577,1dedc5ae-882d-4bb0-bcfe-33604cc116df,POINT (-122.2674183 37.8335577)
210,12,OK-E5,23,-122.25622415542603,37.8332935222321,42019e90-fa74-4a77-9051-5dfed81a32de,POINT (-122.256224155426 37.8332935222321)
211,12,OK-F5,23,-122.2567156,37.8277573,76d741e6-6b22-4d6a-a16f-8dbd7ab51c6f,POINT (-122.2567156 37.8277573)
212,12,OK-G5,31,-122.26043654610294,37.824892529951114,4298a24b-394a-491d-9d8f-df90f381b187,POINT (-122.2604365461029 37.82489252995111)
213,12,OK-H2,15,-122.2811926,37.8238474,df2bc9c0-0377-46c8-83ea-ef7ef9dcdb4d,POINT (-122.2811926 37.8238474)
214,12,OK-H3,19,-122.2757325,37.8233214,77948e35-f1c6-4ff9-9d8c-787a16b20a27,POINT (-122.2757325 37.8233214)
215,12,OK-H4-3,23,-122.2663179,37.8225475,b0f5f6bc-86db-4670-be8d-4112719fbd71,POINT (-122.2663179 37.8225475)
216,12,OK-I3,19,-122.2756976,37.8178269,8a7e7744-c516-46b9-b079-2a6d3afc2383,POINT (-122.2756976 37.8178269)
217,12,OK-I4,19,-122.2717615,37.8170154,10334650-998e-4022-a883-2c3110edeb40,POINT (-122.2717615 37.8170154)
