Start;End;Sleep quality;Time in bed;Wake up;Sleep Notes;Heart rate;Activity (steps)
2019-07-14 03:01:58;2019-07-14 07:40:56;51%;4:38;;Ate late:Coffee:Stressful day:Worked out;0;2814
2019-07-15 01:47:21;2019-07-15 07:30:45;56%;5:43;;Ate late:Coffee:Stressful day:Worked out;0;3227
2019-07-16 02:23:11;2019-07-16 07:12:33;51%;4:49;;Ate late:Coffee:Stressful day:Worked out;0;4510
2019-07-17 01:35:55;2019-07-17 06:54:34;52%;5:18;;Ate late:Coffee:Stressful day;0;3883
2019-07-18 02:04:39;2019-07-18 06:58:21;53%;4:53;;Ate late:Coffee:Stressful day:Worked out;0;1498
2019-07-19 02:56:03;2019-07-19 07:32:18;50%;4:36;;Coffee:Stressful day;0;859
2019-07-22 04:43:16;2019-07-22 10:29:25;58%;5:46;;Ate late:Coffee:Stressful day:Worked out;0;6907
2019-07-23 02:58:11;2019-07-23 06:40:59;41%;3:42;;Coffee:Drank:Worked out;0;4222
2019-07-23 06:41:34;2019-07-23 07:35:10;10%;0:53;;;0;668
2019-07-24 01:25:42;2019-07-24 06:41:31;55%;5:15;;Coffee:Drank:Worked out;0;3423
2019-07-25 03:03:19;2019-07-25 03:32:25;6%;0:29;;Ate late:Coffee:Drank;0;1798
2019-07-25 04:04:44;2019-07-25 07:32:43;40%;3:27;;Ate late:Coffee:Drank;0;1824
2019-07-26 07:37:58;2019-07-26 09:22:53;14%;1:44;;;0;2285
2019-07-27 03:11:31;2019-07-27 08:12:38;51%;5:01;;Ate late:Coffee:Stressful day;0;5824
2019-07-28 02:01:23;2019-07-28 09:54:57;80%;7:53;;Ate late:Coffee:Stressful day;0;2664
2019-07-29 06:04:52;2019-07-29 11:43:35;55%;5:38;;Ate late:Coffee:Stressful day:Worked out;0;439
2019-07-30 02:01:53;2019-07-30 06:37:38;48%;4:35;;Ate late:Coffee:Drank:Worked out;0;3336
2019-07-31 03:07:04;2019-07-31 06:56:09;43%;3:49;;Ate late:Coffee:Drank:Worked out:🚬;0;2720
2019-08-01 02:08:54;2019-08-01 06:46:29;49%;4:37;;Coffee;0;1545
2019-08-02 02:25:15;2019-08-02 07:03:55;50%;4:38;;Ate late:Coffee:Drank:🚬;0;1061
2019-08-03 03:23:48;2019-08-03 08:22:29;53%;4:58;;Coffee:Drank:🚬;0;2056
2019-08-04 04:33:34;2019-08-04 09:08:22;47%;4:34;;Ate late:Coffee:Worked out:🚬;0;2067
2019-08-05 04:44:25;2019-08-05 09:26:23;52%;4:41;;Coffee:Stressful day;0;2774
2019-08-06 03:03:07;2019-08-06 06:43:47;41%;3:40;;Ate late:Drank:Stressful day:Worked out:🚬;0;5727
2019-08-07 00:59:51;2019-08-07 06:58:45;65%;5:58;;Ate late:Coffee:Stressful day:Worked out;0;3656
2019-08-08 00:48:19;2019-08-08 06:53:40;70%;6:05;;Coffee;0;1662
2019-08-09 00:53:35;2019-08-09 06:54:57;66%;6:01;;Coffee:Stressful day;0;991
2019-08-11 03:30:59;2019-08-11 08:44:36;57%;5:13;;Ate late:Coffee:Stressful day;0;3195
2019-08-12 00:23:04;2019-08-12 05:48:29;61%;5:25;;Coffee:Drank:Worked out:🚬;0;3752
2019-08-14 01:26:03;2019-08-14 05:31:52;46%;4:05;;Ate late:Coffee:Drank:Worked out:🚬;0;3671
2019-08-16 00:37:15;2019-08-16 05:47:22;55%;5:10;;Coffee:Drank:Worked out:🚬;0;2112
2019-08-17 03:21:00;2019-08-17 06:48:50;36%;3:27;;Coffee:Drank;0;3960
2019-08-19 01:27:51;2019-08-19 05:46:00;46%;4:18;;Ate late:Coffee:Drank:Stressful day;0;2243
2019-08-20 01:06:05;2019-08-20 05:38:34;49%;4:32;;Ate late:Coffee:Drank:Worked out:🚬;0;2863
2019-08-21 00:33:57;2019-08-21 05:59:59;56%;5:26;;Coffee:Drank:🚬;0;2440
2019-08-22 01:36:12;2019-08-22 07:18:02;58%;5:41;;Ate late:Coffee:Drank:🚬;0;3523
2019-08-23 00:36:39;2019-08-23 06:28:46;56%;5:52;;Ate late:Coffee:Worked out:🚬;0;2123
2019-08-24 03:37:10;2019-08-24 08:30:17;52%;4:53;;Ate late:Coffee:Stressful day;0;4002
2019-08-25 03:49:26;2019-08-25 10:02:17;66%;6:12;;Coffee:🚬;0;2251
2019-08-26 04:15:35;2019-08-26 07:55:26;38%;3:39;;Coffee:Drank:Stressful day:Went out:🚬;0;7984
2019-08-27 01:05:56;2019-08-27 06:52:56;61%;5:47;;Coffee:Worked out:🚬;0;0
2019-08-28 02:13:32;2019-08-28 07:28:33;56%;5:15;;Coffee:Stressful day:Worked out:🚬;0;2677
2019-08-29 02:48:09;2019-08-29 07:00:21;44%;4:12;;Ate late:Coffee:🚬;0;3241
2019-08-30 01:35:28;2019-08-30 05:57:54;49%;4:22;;Ate late:Coffee:🚬;0;2480
2019-08-31 02:11:27;2019-08-31 06:45:27;51%;4:34;;Ate late:Coffee:Drank:Stressful day:🚬;0;0
2019-09-01 04:51:56;2019-09-01 11:13:35;57%;6:21;;Coffee:Stressful day:🚬;0;2943
2019-09-02 04:39:33;2019-09-02 11:08:09;69%;6:28;;Coffee:Stressful day:🚬;0;1750
2019-09-03 02:25:38;2019-09-03 06:58:48;47%;4:33;;Coffee:Drank:🚬;0;3736
2019-09-04 00:36:18;2019-09-04 01:08:31;6%;0:32;;Coffee:Worked out:🚬;0;2501
2019-09-04 01:23:00;2019-09-04 06:30:21;56%;5:07;;Coffee:Worked out:🚬;0;2505
2019-09-05 01:14:06;2019-09-05 07:09:55;61%;5:55;;Coffee:🚬;0;2566
2019-09-06 00:59:52;2019-09-06 06:00:32;56%;5:00;;Ate late:Coffee:🚬;0;1270
2019-09-07 04:50:18;2019-09-07 10:19:59;57%;5:29;;Ate late:Coffee:🚬;0;3119
2019-09-08 03:03:26;2019-09-08 10:12:12;79%;7:08;;Ate late:Coffee:🚬;0;2330
2019-09-09 01:52:43;2019-09-09 06:03:02;46%;4:10;;Coffee:Worked out:🚬;0;2627
2019-09-10 00:43:05;2019-09-10 05:39:35;54%;4:56;;Coffee:Worked out:🚬;0;1842
2019-09-11 01:27:28;2019-09-11 06:01:03;50%;4:33;;Coffee:Worked out:🚬;0;3216
2019-09-12 01:59:49;2019-09-12 06:13:19;46%;4:13;;Ate late:Coffee:Worked out:🚬;0;2077
2019-09-13 00:46:22;2019-09-13 06:32:31;57%;5:46;;Coffee:💊:🚬;0;1771
2019-09-14 02:42:37;2019-09-14 08:22:40;53%;5:40;;Coffee:Worked out:🚬;0;1601
2019-09-15 02:49:54;2019-09-15 06:15:01;35%;3:25;;Coffee:💊:🚬;0;623
2019-09-16 01:44:12;2019-09-16 10:29:23;97%;8:45;;Coffee:Drank:Worked out:💊:🚬;0;2680
2019-09-17 02:48:58;2019-09-17 09:38:55;73%;6:49;;Coffee:Drank:🍁:💊:🚬;0;3033
2019-09-18 02:10:18;2019-09-18 06:32:08;49%;4:21;;Coffee:Worked out:💊:🚬;0;3001
2019-09-19 02:42:24;2019-09-19 07:09:46;49%;4:27;;Coffee:Stressful day:💊:🚬;0;2904
2019-09-20 02:05:12;2019-09-20 07:23:16;56%;5:18;;Coffee:Stressful day:💊:🚬;0;3301
2019-09-21 03:54:03;2019-09-21 07:15:35;38%;3:21;;Coffee:Stressful day:💊:🚬;0;2132
2019-09-23 04:24:56;2019-09-23 09:54:23;58%;5:29;;Ate late:Coffee:Drank:Stressful day:Worked out:💊:🚬;0;3570
2019-09-24 04:40:24;2019-09-24 07:35:03;33%;2:54;;Coffee:💊:🚬;0;0
2019-09-25 03:35:42;2019-09-25 08:41:48;54%;5:06;;Coffee:Worked out:💊:🚬;0;3422
2019-09-26 01:20:14;2019-09-26 07:30:47;69%;6:10;;Coffee:🚬;0;2244
2019-09-27 03:31:25;2019-09-27 07:01:00;37%;3:29;;Coffee:Worked out:💊:🚬;0;1933
2019-09-29 05:19:45;2019-09-29 09:35:46;49%;4:16;;;0;811
2019-10-02 03:18:19;2019-10-02 06:18:44;33%;3:00;;Coffee:💊:🚬;0;3206
2019-10-03 01:24:48;2019-10-03 06:30:12;57%;5:05;;Coffee:Worked out:🚬;0;3187
2019-10-04 01:01:39;2019-10-04 05:58:42;48%;4:57;;Ate late:Coffee:Drank:💊:🚬;0;3986
2019-10-05 03:34:37;2019-10-05 08:48:31;58%;5:13;;;0;2242
2019-10-06 04:39:55;2019-10-06 08:21:01;39%;3:41;;;0;2769
2019-10-07 04:10:17;2019-10-07 08:34:38;48%;4:24;;;0;3282
2019-10-08 03:00:06;2019-10-08 07:53:46;43%;4:53;;;0;5445
2019-10-09 01:27:47;2019-10-09 06:51:13;57%;5:23;;;0;3369
2019-10-10 01:17:31;2019-10-10 06:48:30;55%;5:30;;;0;1867
2019-10-11 01:16:32;2019-10-11 06:54:55;47%;5:38;;;0;1367
2019-10-12 01:36:56;2019-10-12 09:29:55;86%;7:52;;;0;2975
2019-10-15 02:37:21;2019-10-15 05:54:35;38%;3:17;;;0;4071
2019-10-16 02:10:07;2019-10-16 06:29:00;46%;4:18;;;0;2615
2019-10-17 02:04:53;2019-10-17 07:14:14;58%;5:09;;;0;3235
2019-10-18 02:30:53;2019-10-18 07:48:01;50%;5:17;;;0;2226
2019-10-19 02:34:15;2019-10-19 03:03:20;6%;0:29;;;0;1297
2019-10-19 03:41:44;2019-10-19 08:04:03;47%;4:22;;;0;1297
2019-10-20 06:24:19;2019-10-20 08:01:52;19%;1:37;;;0;482
2019-10-21 02:59:00;2019-10-21 08:20:56;60%;5:21;;;0;0
2019-10-22 03:44:39;2019-10-22 06:45:47;34%;3:01;;;0;4623
2019-10-23 03:17:08;2019-10-23 06:30:40;36%;3:13;;;0;2725
2019-10-24 03:11:04;2019-10-24 07:01:07;36%;3:50;;;0;2342
2019-10-25 03:00:01;2019-10-25 07:14:39;49%;4:14;;;0;2696
2019-10-26 04:45:47;2019-10-26 12:15:21;75%;7:29;;;0;2470
2019-10-27 03:52:09;2019-10-27 09:13:33;61%;5:21;;;0;3759
2019-10-28 03:27:00;2019-10-28 07:02:46;41%;3:35;;;0;1989
2019-10-29 01:45:41;2019-10-29 06:45:43;56%;5:00;;;0;1362
2019-10-30 02:33:28;2019-10-30 07:34:31;55%;5:01;;;0;4161
2019-10-31 02:07:21;2019-10-31 07:14:44;58%;5:07;;;0;2541
2019-11-01 03:00:50;2019-11-01 06:56:19;43%;3:55;;;0;0
2019-11-04 03:44:03;2019-11-04 07:50:34;43%;4:06;;;0;1838
2019-11-05 02:41:41;2019-11-05 08:08:23;61%;5:26;;;0;1991
2019-11-07 01:14:34;2019-11-07 06:43:26;62%;5:28;;;0;2547
2019-11-08 02:01:07;2019-11-08 06:34:13;49%;4:33;;;0;1169
2019-11-11 01:43:08;2019-11-11 07:18:20;61%;5:35;;;0;0
2019-11-12 00:35:05;2019-11-12 07:32:30;75%;6:57;;;0;3687
2019-11-13 01:52:17;2019-11-13 07:15:48;59%;5:23;;;0;2323
2019-11-14 00:56:41;2019-11-14 06:45:00;61%;5:48;;;0;2415
2019-11-15 01:57:58;2019-11-15 07:28:15;61%;5:30;;;0;1990
2019-11-16 04:32:28;2019-11-16 07:30:05;0%;0:00;;;0;0
2019-11-17 02:06:48;2019-11-17 07:00:31;52%;4:53;;;0;0
2019-11-18 03:36:59;2019-11-18 07:10:00;40%;3:33;;;0;0
2019-11-19 02:44:42;2019-11-19 07:23:29;53%;4:38;;;0;3265
2019-11-20 02:40:52;2019-11-20 07:49:11;56%;5:08;;;0;2151
2019-11-21 02:31:07;2019-11-21 07:29:30;55%;4:58;;;0;2033
2019-11-22 02:56:36;2019-11-22 07:04:52;46%;4:08;;;0;1362
2019-11-24 03:26:25;2019-11-24 09:36:07;56%;6:09;;;0;1687
2019-11-26 02:51:39;2019-11-26 08:10:00;52%;5:18;;;0;2982
2019-11-27 02:42:44;2019-11-27 08:46:03;62%;6:03;;;0;3565
2019-11-28 04:01:17;2019-11-28 10:38:09;74%;6:36;;;0;2878
2019-11-29 03:48:47;2019-11-29 07:27:49;40%;3:39;;;0;2007
2019-11-29 07:28:00;2019-11-29 10:23:44;31%;2:55;;;0;628
2019-11-30 04:27:16;2019-11-30 09:00:55;52%;4:33;;;0;4144
2019-12-01 04:10:37;2019-12-01 10:54:32;77%;6:43;;;0;3705
2019-12-02 05:14:00;2019-12-02 07:00:10;0%;0:00;;;0;0
2019-12-03 03:02:52;2019-12-03 08:16:14;58%;5:13;;;0;5400
2019-12-04 03:00:07;2019-12-04 06:49:25;44%;3:49;;;0;3263
2019-12-05 01:47:30;2019-12-05 06:43:35;53%;4:56;;;0;1288
2019-12-06 01:48:42;2019-12-06 06:33:25;51%;4:44;;;0;5828
2019-12-07 05:04:22;2019-12-07 09:30:10;48%;4:25;;;0;2429
2019-12-10 02:16:24;2019-12-10 07:04:02;54%;4:47;;;0;3516
2019-12-11 02:21:19;2019-12-11 07:00:35;54%;4:39;;;0;2098
2019-12-12 03:42:27;2019-12-12 07:32:43;44%;3:50;;;0;0
2019-12-13 01:21:51;2019-12-13 07:22:49;67%;6:00;;;0;3948
2019-12-16 01:30:39;2019-12-16 07:19:19;61%;5:48;;;0;2455
2019-12-17 01:13:28;2019-12-17 07:00:55;63%;5:47;;;0;2850
2019-12-18 01:35:53;2019-12-18 07:38:18;62%;6:02;;;0;2663
2019-12-19 01:29:49;2019-12-19 07:02:40;63%;5:32;;;0;1063
2019-12-20 02:34:27;2019-12-20 07:10:21;51%;4:35;;;0;1247
2019-12-21 02:21:56;2019-12-21 08:27:57;67%;6:06;;;0;2113
2019-12-27 03:48:48;2019-12-27 07:01:21;36%;3:12;;;0;4061
2019-12-27 07:01:37;2019-12-27 09:00:26;23%;1:58;;;0;606
2019-12-29 04:26:17;2019-12-29 10:40:38;48%;6:14;;;0;3253
2019-12-30 03:44:50;2019-12-30 08:59:02;59%;5:14;;;0;2249
2020-01-07 01:18:22;2020-01-07 06:49:49;64%;5:31;;;0;4705
2020-01-08 02:31:33;2020-01-08 07:21:12;54%;4:49;;;0;1894
2020-01-09 02:47:23;2020-01-09 07:50:31;56%;5:03;;;0;2370
2020-01-11 01:13:00;2020-01-11 09:20:23;90%;8:07;;;0;2308
2020-01-12 01:26:25;2020-01-12 08:01:26;70%;6:35;;;0;1834
2020-01-14 00:34:50;2020-01-14 07:27:57;77%;6:53;;;0;2169
2020-01-15 01:40:04;2020-01-15 07:42:22;69%;6:02;;;0;2759
2020-01-16 01:49:26;2020-01-16 07:05:46;59%;5:16;;;0;2693
2020-01-17 02:52:47;2020-01-17 07:21:20;51%;4:28;;;0;2083
2020-01-18 03:22:05;2020-01-18 08:36:49;59%;5:14;;;0;2717
2020-01-19 03:32:18;2020-01-19 07:49:42;47%;4:17;;;0;2276
2020-01-20 02:49:42;2020-01-20 09:27:13;71%;6:37;;;0;2280
2020-01-21 02:40:13;2020-01-21 07:50:38;54%;5:10;;;0;3779
2020-01-22 02:30:03;2020-01-22 07:29:21;55%;4:59;;;0;1668
2020-01-23 03:11:09;2020-01-23 08:02:59;54%;4:51;;;0;0
2020-01-24 03:37:37;2020-01-24 07:58:06;48%;4:20;;;0;3305
2020-01-25 03:06:45;2020-01-25 08:10:01;55%;5:03;;;0;3091
2020-01-26 03:12:13;2020-01-26 07:59:15;54%;4:47;;;0;3784
2020-01-27 01:54:59;2020-01-27 08:19:05;71%;6:24;;;0;3497
2020-01-28 00:57:19;2020-01-28 07:48:54;75%;6:51;;;0;2387
2020-01-29 01:49:57;2020-01-29 07:25:42;62%;5:35;;;0;2056
2020-01-30 03:25:22;2020-01-30 06:48:02;38%;3:22;;;0;2124
2020-01-31 02:41:41;2020-01-31 07:51:57;58%;5:10;;;0;1511
2020-02-01 03:15:37;2020-02-01 08:35:44;54%;5:20;;;0;1248
2020-02-02 02:53:49;2020-02-02 07:59:28;57%;5:05;;;0;2844
2020-02-03 01:39:52;2020-02-03 07:31:34;65%;5:51;;;0;1214
2020-02-03 23:58:17;2020-02-04 06:57:26;76%;6:59;;;0;2074
2020-02-05 02:04:31;2020-02-05 07:55:02;65%;5:50;;;0;4596
2020-02-06 00:18:52;2020-02-06 07:05:04;74%;6:46;;;0;4028
2020-02-10 03:54:41;2020-02-10 07:01:28;34%;3:06;;;0;1340
2020-02-11 02:06:36;2020-02-11 08:05:26;66%;5:58;;;0;3164
2020-02-12 02:20:08;2020-02-12 07:50:35;60%;5:30;;;0;504
2020-02-13 02:37:11;2020-02-13 07:00:40;49%;4:23;;;0;2638
2020-02-14 04:15:06;2020-02-14 07:52:32;40%;3:37;;;0;664
2020-02-16 02:06:01;2020-02-16 07:02:22;56%;4:56;;;0;2874
2020-02-17 01:46:12;2020-02-17 07:42:57;61%;5:56;;;0;5654
2020-02-18 00:54:27;2020-02-18 07:03:59;67%;6:09;;;0;2040
2020-02-19 01:55:14;2020-02-19 07:44:50;62%;5:49;;;0;2042
2020-02-20 01:03:03;2020-02-20 07:47:37;69%;6:44;;;0;1433
2020-02-21 03:00:36;2020-02-21 08:07:32;52%;5:06;;;0;1813
2020-02-22 02:24:07;2020-02-22 06:22:10;44%;3:58;;;0;1430
2020-02-23 03:13:48;2020-02-23 09:07:11;66%;5:53;;;0;7014
2020-02-24 02:40:19;2020-02-24 07:45:37;53%;5:05;;;0;3149
2020-02-25 02:01:46;2020-02-25 07:43:16;61%;5:41;;;0;2333
2020-02-26 01:46:46;2020-02-26 07:46:17;65%;5:59;;;0;1057
2020-02-27 01:36:47;2020-02-27 08:00:14;67%;6:23;;;0;2637
2020-02-28 02:06:25;2020-02-28 07:45:38;59%;5:39;;;0;1229
2020-02-29 01:15:09;2020-02-29 07:46:53;62%;6:31;;;0;806
2020-03-01 03:06:04;2020-03-01 08:38:02;61%;5:31;;;0;4592
2020-03-02 02:47:02;2020-03-02 07:45:38;54%;4:58;;;0;0
2020-03-03 00:36:49;2020-03-03 07:28:04;75%;6:51;;;0;1186
2020-03-04 03:59:00;2020-03-04 07:40:21;42%;3:41;;;0;835
2020-03-05 01:18:16;2020-03-05 07:04:39;62%;5:46;;;0;1571
2020-03-06 00:09:51;2020-03-06 07:52:29;81%;7:42;;;0;787
2020-03-07 04:28:27;2020-03-07 10:09:44;61%;5:41;;;0;966
2020-03-08 01:53:13;2020-03-08 07:50:36;52%;4:57;;;0;2660
2020-03-10 00:20:48;2020-03-10 07:22:45;78%;7:01;;;0;1415
2020-03-11 00:56:15;2020-03-11 07:49:59;75%;6:53;;;0;1037
2020-03-12 02:37:31;2020-03-12 07:56:43;56%;5:19;;;0;1137
2020-03-13 01:10:29;2020-03-13 07:21:56;65%;6:11;;;0;1814
2020-03-16 03:32:12;2020-03-16 07:00:49;38%;3:28;;;0;2925
2020-03-17 01:58:34;2020-03-17 08:04:27;69%;6:05;;;0;1441
2020-03-18 02:06:36;2020-03-18 07:51:58;65%;5:45;;;0;2092
2020-03-19 01:08:19;2020-03-19 08:01:41;72%;6:53;;;0;3729
2020-03-20 00:57:18;2020-03-20 06:57:55;64%;6:00;;;0;1410
2020-03-21 00:02:05;2020-03-21 08:28:13;84%;8:26;;;0;1548
2020-03-23 01:39:07;2020-03-23 07:39:02;66%;5:59;;;0;1446
2020-03-24 01:45:30;2020-03-24 07:29:06;64%;5:43;;;0;1082
2020-03-25 02:40:31;2020-03-25 07:30:39;55%;4:50;;;0;1689
2020-03-26 04:29:01;2020-03-26 08:15:07;39%;3:46;;;0;1789
2020-03-27 04:57:01;2020-03-27 07:52:03;32%;2:55;;;0;766
2020-03-28 02:35:36;2020-03-28 10:00:12;82%;7:24;;;0;1470
2020-03-29 02:33:17;2020-03-29 07:06:42;44%;4:33;;;0;1483
2020-03-30 02:27:56;2020-03-30 07:39:09;57%;5:11;;;0;2823
2020-03-31 02:36:06;2020-03-31 07:50:19;56%;5:14;;;0;3531
2020-04-01 03:12:39;2020-04-01 08:50:35;56%;5:37;;;0;2448
2020-04-02 03:39:10;2020-04-02 08:34:00;48%;4:54;;;0;2474
2020-04-03 04:51:00;2020-04-03 09:19:32;42%;4:28;;;0;923
2020-04-06 02:57:30;2020-04-06 07:48:09;53%;4:50;;;0;2311
2020-04-07 00:09:15;2020-04-07 07:26:40;79%;7:17;;;0;1444
2020-04-08 02:32:17;2020-04-08 07:38:03;58%;5:05;;;0;878
2020-04-09 01:41:20;2020-04-09 07:34:14;60%;5:52;;;0;1369
2020-04-10 00:47:55;2020-04-10 07:52:15;79%;7:04;;;0;2511
2020-04-13 03:02:01;2020-04-13 07:45:09;52%;4:43;;;0;1972
2020-04-14 02:37:04;2020-04-14 08:00:51;59%;5:23;;;0;2866
2020-04-16 02:06:02;2020-04-16 07:46:46;59%;5:40;;;0;557
2020-04-17 01:17:37;2020-04-17 07:35:27;65%;6:17;;;0;917
2020-04-18 00:37:40;2020-04-18 08:18:49;84%;7:41;;;0;1421
2020-04-20 02:05:35;2020-04-20 07:59:32;62%;5:53;;;0;1276
2020-04-21 01:35:13;2020-04-21 07:35:19;58%;6:00;;;0;1222
2020-04-22 02:04:02;2020-04-22 07:37:34;58%;5:33;;;0;0
2020-04-23 00:35:05;2020-04-23 08:01:32;73%;7:26;;;0;2280
2020-04-24 01:30:36;2020-04-24 07:32:19;64%;6:01;;;0;2893
2020-04-27 01:25:23;2020-04-27 07:30:36;65%;6:05;;;0;1288
2020-04-28 00:03:50;2020-04-28 07:33:20;83%;7:29;;;0;1908
2020-04-29 02:12:26;2020-04-29 07:30:22;52%;5:17;;;0;2714
2020-05-01 02:51:09;2020-05-01 07:54:55;53%;5:03;;;0;1335
2020-05-02 02:18:20;2020-05-02 07:40:06;53%;5:21;;;0;881
2020-05-03 03:03:01;2020-05-03 07:43:51;47%;4:40;;;0;4674
2020-05-04 02:33:09;2020-05-04 07:29:12;47%;4:56;;;0;2195
2020-05-05 02:47:27;2020-05-05 07:59:30;47%;5:12;;;0;1992
2020-05-06 01:58:17;2020-05-06 07:08:39;51%;5:10;;;0;5015
2020-05-07 03:42:16;2020-05-07 08:16:21;50%;4:34;;;0;2635
2020-05-08 02:01:11;2020-05-08 07:28:00;55%;5:26;;;0;4577
2020-05-09 03:51:14;2020-05-09 09:15:58;55%;5:24;;;0;2487
2020-05-11 03:05:37;2020-05-11 08:03:15;55%;4:57;;;0;3146
2020-05-12 01:27:02;2020-05-12 07:32:35;68%;6:05;;;0;3062
2020-05-13 02:02:52;2020-05-13 06:43:11;53%;4:40;;;0;1391
2020-05-14 02:41:58;2020-05-14 08:07:48;58%;5:25;;;0;6235
2020-05-15 01:41:52;2020-05-15 07:03:26;58%;5:21;;;0;3101
2020-05-18 02:36:14;2020-05-18 07:03:28;38%;4:27;;;0;2405
2020-05-19 01:18:23;2020-05-19 07:06:09;58%;5:47;;;0;0
2020-05-20 01:03:20;2020-05-20 06:34:19;56%;5:30;;;0;651
2020-05-21 01:43:37;2020-05-21 07:44:14;62%;6:00;;;0;3116
2020-05-22 02:43:33;2020-05-22 08:06:38;55%;5:23;;;0;2248
2020-05-23 02:05:11;2020-05-23 08:34:34;58%;6:29;;;0;1522
2020-05-24 05:22:39;2020-05-24 09:49:00;48%;4:26;;;0;2581
2020-05-25 03:28:47;2020-05-25 10:06:39;70%;6:37;;;0;3055
2020-05-26 03:44:09;2020-05-26 07:50:24;44%;4:06;;;0;1769
2020-05-27 02:54:32;2020-05-27 07:37:16;40%;4:42;;;0;2302
2020-05-28 02:45:35;2020-05-28 08:50:01;33%;6:04;;;0;4898
2020-05-29 03:14:51;2020-05-29 07:30:14;48%;4:15;;;0;2202
2020-05-30 03:20:53;2020-05-30 11:21:52;84%;8:00;;;0;3102
2020-05-31 04:01:28;2020-05-31 07:55:38;0%;0:00;;;0;0
2020-06-01 02:47:52;2020-06-01 08:22:41;61%;5:34;;;0;922
2020-06-02 02:59:19;2020-06-02 08:08:52;55%;5:09;;;0;2536
2020-06-03 00:57:30;2020-06-03 07:58:33;72%;7:01;;;0;11879
2020-06-04 03:02:01;2020-06-04 07:31:40;47%;4:29;;;0;1393
2020-06-05 02:49:45;2020-06-05 07:18:15;50%;4:28;;;0;2542
2020-06-06 03:59:21;2020-06-06 09:15:10;31%;5:15;;;0;2660
2020-06-07 02:32:08;2020-06-07 11:32:31;72%;9:00;;;0;1310
2020-06-08 03:41:25;2020-06-08 08:01:02;19%;4:19;;;0;1192
2020-06-09 02:23:10;2020-06-09 07:00:40;51%;4:37;;;0;1155
2020-06-10 02:48:38;2020-06-10 08:02:36;47%;5:13;;;0;1523
2020-06-11 02:14:47;2020-06-11 08:19:50;50%;6:05;;;0;2669
2020-06-12 03:31:09;2020-06-12 09:50:10;67%;6:19;;;0;1872
2020-06-13 03:07:35;2020-06-13 08:52:57;63%;5:45;;;0;1308
2020-06-15 04:05:35;2020-06-15 09:08:00;54%;5:02;;;0;738
2020-06-16 03:15:32;2020-06-16 08:07:13;50%;4:51;;;0;701
2020-06-17 03:11:16;2020-06-17 08:35:55;60%;5:24;;;0;1337
2020-06-18 00:59:17;2020-06-18 08:30:35;79%;7:31;;;0;545
2020-06-19 00:07:05;2020-06-19 00:55:11;9%;0:48;;;0;752
2020-06-19 01:12:06;2020-06-19 08:20:54;69%;7:08;;;0;752
2020-06-19 23:30:01;2020-06-20 05:01:20;54%;5:31;;;0;2123
2020-06-21 02:47:45;2020-06-21 09:19:29;71%;6:31;;;0;4008
